Keyword,Keyword_ID,Category,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
questions to ask during hr interview,19,HR & Recruitment,6,6,590,22,0.23,12,0,2,0.1,0,"[55,100,45,55,67,30,20,55,24,16,45,16]",19-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
how do i become twitter famous,20,Others,1,1,50,33,1.29,12,0,15,0.17,1200000000,"[3,42,26,34,26,19,19,26,15,19,11,11]",24-01-2025,"Image pack, Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
create a formula using absolute cell references,20,Others,1,1,50,40,0,12,0,0,0,40900000,"[23,19,52,9,42,9,9,9,9,14,52,9]",16-01-2025,"Reviews, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
what to say in a job interview,20,Others,1,1,720,58,0.02,12,0,0,0.21,402000000,"[30,55,36,45,45,62,62,81,45,45,45,45]",22-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,People also ask
bachelor cybersecurity,4,Cybersecurity,1,1,590,50,15.54,12,0,186,0.37,134000000,"[100,100,45,55,100,6,8,1,4,0,0,0]",21-01-2025,"Video Carousel, People also ask, Related searches, People also search",commercial,People also ask
epoch in neural network,10,Networking & IT Support,1,1,50,50,0,12,0,0,0,20600000,"[3,19,11,7,26,7,19,19,15,19,19,42]",14-01-2025,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
python program for fibonacci sequence,1,Programming & Development,5,5,720,38,0,12,0,0,0,2910000,"[67,100,76,76,67,45,36,45,55,45,55,24]",19-01-2025,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,People also ask
quality analysts job description,20,Others,1,1,50,29,0.83,12,0,9,0.03,774000000,"[44,55,0,0,100,77,77,77,55,55,55,77]",18-01-2025,"Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
front end web developer interview questions,1,Programming & Development,1,1,50,38,1.47,12,0,17,0.18,47000000,"[3,100,7,3,3,3,3,3,0,7,65,42]",12-01-2025,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic
what does application mean,20,Others,1,1,590,63,0,12,0,0,0,2070000000,"[39,48,48,48,39,59,72,88,72,72,100,72]",15-01-2025,"Instant answer, Knowledge panel, Reviews, Video, Image, People also ask, Related searches",informational,People also ask
salesforce what do they do,8,CRM & ERP,1,1,50,45,5.06,12,0,60,0.05,0,"[11,11,11,11,11,52,52,64,41,52,52,41]",18-01-2025,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, People also search",informational,Organic
best it training programs,2,Data & AI,1,1,50,37,8.32,12,0,99,0.57,1280000000,"[14,28,28,14,14,14,35,35,78,100,64,28]",12-01-2025,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
tcp layer model,20,Others,1,1,720,61,0,12,0,0,0,38700000,"[7,46,25,100,11,25,25,37,2,68,68,46]",25-01-2025,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,People also ask
convert list to string,20,Others,3,3,390,46,0.05,12,0,0,0.03,369000000,"[26,39,59,39,39,39,32,39,39,32,39,32]",11-01-2025,"Sitelinks, People also ask, Related searches",informational,People also ask
cyber security for beginner,4,Cybersecurity,1,1,50,55,5.94,12,0,71,0.58,6730000,"[23,52,5,17,29,29,29,41,52,29,41,23]",13-01-2025,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
sql stored procedures,1,Programming & Development,6,6,590,53,2.03,12,0,24,0.02,37400000,"[36,24,30,36,100,76,45,55,24,16,67,24]",15-01-2025,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
fayol's principles of management,5,Business & Management,1,1,50,35,0,12,0,0,0,297000,"[4,4,18,22,4,4,14,8,14,14,18,14]",30-12-2024,"Reviews, Video, People also ask, Related searches",informational,Organic
cloud computing vs traditional computing,3,Cloud & DevOps,1,1,50,21,0,12,0,0,0.01,123000000,"[36,18,100,45,36,45,100,18,45,18,36,18]",26-01-2025,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches","commercial, informational",Organic
new advances in technology,20,Others,1,1,50,70,2.45,12,0,29,0.18,364000000,"[6,6,6,9,0,0,6,12,28,81,28,12]",24-01-2025,"Sitelinks, Video, People also ask, Related searches, People also search",informational,Organic
excel shortcut keys,20,Others,4,4,1600,55,0.11,12,0,1,0.14,253000000,"[53,35,29,29,29,18,24,18,18,18,24,44]",25-01-2025,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Image pack
my mining,20,Others,1,1,590,73,3.96,12,0,47,0,900000000,"[30,36,30,36,4,36,62,81,100,24,20,13]",20-01-2025,"Sitelinks, Reviews, People also ask, Related searches, People also search",informational,People also ask
elon musk advertising,20,Others,1,1,390,76,0,12,0,0,0,135000000,"[66,2,4,4,2,2,4,36,30,4,20,2]",18-01-2025,"Top stories, Video, Image, People also ask, Twitter carousel, Related searches",informational,People also ask
global in python,1,Programming & Development,6,6,590,61,0,12,0,0,0,250000000,"[4,8,7,100,46,20,11,13,31,37,46,31]",22-01-2025,"Sitelinks, Video, People also ask, Related searches",informational,Organic
what is artifical intelligence,20,Others,1,1,590,88,0.78,12,0,9,0.25,1080000000,"[36,30,36,30,36,30,16,100,20,24,30,45]",14-01-2025,"Knowledge panel, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
qpath machine lerning,20,Others,4,4,590,14,0,12,0,0,0,10400,"[100,0,0,0,0,0]",18-01-2025,"Image pack, Reviews, People also ask, Related searches","commercial, informational",People also ask
certification in cyber security,4,Cybersecurity,1,1,390,65,11.5,12,0,138,0.34,314000000,"[20,24,24,16,24,20,20,36,20,2,100,13]",02-01-2025,"Sitelinks, Video, People also ask, Related searches, Things to know",commercial,People also ask
tcp and udp protocols,20,Others,6,6,590,43,0.23,12,0,2,0,14700000,"[7,100,20,34,5,13,8,13,3,7,7,4]",19-01-2025,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
what does .substring do in java,1,Programming & Development,1,1,50,42,0,12,0,0,0,513000,"[41,11,11,29,64,17,11,0,5,29,17,100]",03-01-2025,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
release manager devops,3,Cloud & DevOps,1,1,50,15,10.47,12,0,125,0.12,24600000,"[29,41,29,29,41,41,41,29,29,29,41,41]",20-01-2025,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",informational,Organic
product breakdown structure,20,Others,7,7,2400,32,1.6,12,0,19,0.05,361000000,"[8,19,66,100,3,43,43,24,8,28,24,28]",24-01-2025,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know, AI overview",informational,Organic
convert string to integer,20,Others,12,12,2400,51,0,12,0,0,0,63700000,"[36,28,36,66,54,36,24,36,28,54,36,36]",21-01-2025,"Sitelinks, Video, People also ask",informational,Organic
java language,1,Programming & Development,6,4,1300,88,2.09,12,0,25,0.04,471000000,"[36,52,27,27,36,27,24,27,52,36,36,20]",26-01-2025,"Knowledge panel, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Things to know, Discussions and forums, People also search",informational,Things to know
hacker toolkit,20,Others,9,9,590,36,2.35,12,0,28,0.01,39300000,"[36,67,23,10,29,81,100,54,81,81,100,81]",18-01-2025,"Sitelinks, Reviews, See results about",commercial,Organic
tcp ip network layer,10,Networking & IT Support,1,1,50,71,0,12,0,0,0,0,"[29,64,29,41,52,41,23,23,23,41,29,11]",20-01-2025,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Questions and answers",informational,Organic
bfs algorithm explanation,20,Others,1,1,50,46,0,12,0,0,0,1330000,"[18,18,18,18,81,18,18,18,18,100,100,100]",06-01-2025,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
marketing related interview questions,7,Marketing & SEO,6,6,590,31,0.26,12,0,3,0.15,286000000,"[45,100,20,67,67,55,36,45,55,30,45,16]",26-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
prime number calculator,20,Others,7,7,1000,41,0,12,0,0,0.01,359000000,"[20,24,36,27,24,16,13,13,24,36,36,100]",14-01-2025,"Knowledge panel, Image pack, People also ask, Related searches",informational,People also ask
adding checkbox in word,20,Others,1,0,590,38,0,12,0,0,0,259000000,"[16,25,20,20,25,20,100,37,20,20,25,20]",26-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,People also ask
type of cryptography,20,Others,1,1,50,61,3.97,12,0,47,0.05,83700000,"[4,4,0,0,0,0,4,0,0,0,0,100]",20-01-2025,"Sitelinks, Video, Featured snippet, People also ask, Related searches, People also search",informational,Organic
python function definition,1,Programming & Development,11,11,2400,61,0.39,12,0,4,0.01,165000000,"[36,19,54,10,43,54,43,36,19,54,54,54]",22-01-2025,"Sitelinks, People also ask, Related searches",informational,Organic
digital marketing analyst,7,Marketing & SEO,1,1,390,37,3.89,12,0,46,0.15,248000000,"[30,30,30,45,24,36,36,20,30,30,45,24]",06-01-2025,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
how to get excel to calculate percentages,20,Others,1,1,50,51,0.04,12,0,0,0,25200000,"[6,14,35,10,4,4,4,10,18,6,14,6]",09-01-2025,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
robotics engineering salary,20,Others,1,1,590,45,0,12,0,0,0,36400000,"[24,16,24,45,30,36,30,30,62,62,55,55]",14-01-2025,"Video, Featured snippet, People also ask, Related searches",informational,People also ask
new technology advancements,20,Others,1,1,50,66,2.29,12,0,27,0.14,385000000,"[9,14,19,4,23,23,4,0,4,33,100,42]",02-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
machine learning engineer easy engineering,2,Data & AI,1,1,590,39,0,12,0,0,0,0,"[100,0,0,0,0]",20-01-2025,"Sitelinks, Reviews, People also ask",informational,People also ask
current trends and technologies,20,Others,1,1,50,49,2.49,12,0,29,0.24,344000000,"[7,21,78,100,28,50,35,35,50,7,50,35]",19-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches, People also search",informational,Organic
what is the purpose of system software,1,Programming & Development,1,1,50,43,0,12,0,0,0,800000000,"[43,34,28,12,12,15,12,6,9,15,21,6]",18-01-2025,"Reviews, Video, Featured snippet, People also ask, Related searches, Discussions and forums, Questions and answers",informational,Organic
it services management,5,Business & Management,1,0,590,62,16.74,12,0,200,0.14,4440000000,"[4,10,8,13,3,5,10,2,2,19,7,8]",27-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,People also ask
solutions architect jobs,20,Others,2,2,720,19,0.96,12,0,11,0.04,97,"[24,36,36,36,30,30,55,62,45,55,62,36]",15-01-2025,"Image pack, Sitelinks, People also ask, Related searches",commercial,People also ask
what is a capacity planner,20,Others,1,1,50,44,1.17,12,0,14,0.01,129000000,"[3,11,11,3,11,34,34,53,11,11,7,15]",11-01-2025,"Knowledge panel, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",informational,Organic
c++ cast int to string,1,Programming & Development,1,1,70,39,0,12,0,0,0,7790000,"[5,12,15,15,10,10,2,3,2,7,2,2]",11-01-2025,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
define smoke test,20,Others,1,1,390,31,0,12,0,0,0,0,"[44,81,66,54,35,23,54,81,81,100,100,81]",20-01-2025,"Knowledge panel, Sitelinks, Reviews, People also ask, Related searches",informational,People also ask
data scientist qualifications,20,Others,6,6,590,45,4.54,12,0,54,0.39,94300000,"[26,59,32,39,59,59,48,72,72,72,88,72]",14-01-2025,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
computer classes online,20,Others,1,1,720,49,9.28,12,0,111,0.34,832000000,"[52,52,46,46,68,68,20,20,68,13,16,16]",13-01-2025,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
string compare,20,Others,11,11,2400,45,0.07,12,0,0,0,725000000,"[43,43,43,54,65,54,54,43,54,65,81,54]",21-01-2025,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
coding lang,1,Programming & Development,1,1,50,94,1.2,12,0,14,0.05,548000000,"[0,0,10,0,0,0,100,0,0,2,0,2]",24-01-2025,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Things to know, People also search","commercial, informational",Organic
product manager requirements resume,11,Design & UI/UX,2,2,720,28,0,12,0,0,0,102000000,"[100,0,0]",24-01-2025,"Image pack, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
ai exponential usage without real benefits,2,Data & AI,2,2,720,32,0,12,0,0,0,33800000,"[100,0,0]",23-01-2025,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,People also ask
find duplicates between two columns,20,Others,1,1,50,19,0,12,0,0,0,19400000,"[57,57,71,42,71,100,71,71,71,100,57,57]",01-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
python uses,1,Programming & Development,1,1,390,67,0.56,12,0,6,0.05,268000000,"[36,24,45,24,30,30,36,30,20,24,24,24]",22-01-2025,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums, People also search, AI overview",informational,People also ask
set methods java,1,Programming & Development,3,3,390,55,0,12,0,0,0,177000000,"[19,19,67,100,54,29,10,29,23,23,44,54]",04-01-2025,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches, Discussions and forums",informational,People also ask
software and types,1,Programming & Development,1,1,590,65,2.29,12,0,27,0,856000000,"[76,20,16,20,10,67,55,55,76,45,67,30]",16-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,People also ask
schema definition sql,1,Programming & Development,1,1,50,47,0,12,0,0,0,7240000,"[41,29,29,41,41,29,29,29,29,23,41,11]",31-12-2024,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
what is difference between a manager and a leader,20,Others,1,1,50,35,0.26,12,0,3,0.09,271000000,"[0,100,55,44,100,55,44,44,77,100,77,44]",04-01-2025,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
x2 statistics,20,Others,1,1,50,68,0,12,0,0,0,129000000,"[42,23,23,33,33,23,23,23,19,23,23,33]",05-01-2025,"Video, Featured snippet, People also ask, Related searches, Questions and answers",informational,Organic
latest technology trends in information technology,20,Others,1,1,50,52,2.74,12,0,32,0.09,1500000000,"[3,5,3,3,3,5,5,1,3,3,3,5]",26-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches, People also search",informational,Organic
itil procedures,20,Others,1,1,390,50,4.08,12,0,48,0.12,4570000,"[29,100,54,54,66,66,54,36,54,44,66,66]",12-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,People also ask
java and selenium interview questions,1,Programming & Development,1,1,50,32,0.22,12,0,2,0.09,11800000,"[5,17,64,23,100,52,29,29,23,0,11,17]",24-01-2025,"Image pack, Sitelinks, Reviews, Video, Related searches",informational,Organic
what is six sigma,9,Quality & Process,22,15,8100,63,0.62,12,0,7,0.1,157000000,"[44,66,66,54,54,54,44,44,44,54,66,44]",26-01-2025,"Instant answer, Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
long short term memory tutorial,15,Education & Certification,1,1,50,50,4.58,12,0,54,0.1,14700000,"[45,45,63,100,45,45,45,45,45,45,45,45]",23-01-2025,"Image pack, Sitelinks, Video, Related searches",informational,Organic
amoritization table,20,Others,8,8,1900,64,0.46,12,0,5,0.05,31700000,"[23,15,19,19,54,10,10,15,10,10,8,8]",25-01-2025,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",informational,People also ask
create drop down menu in excel,20,Others,1,1,590,52,0.02,12,0,0,0.02,87200000,"[8,16,13,16,20,13,20,16,4,5,44,13]",18-01-2025,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
